u,v,key,length,highway,name,coordinates,가로수
3832270917,12393170152,0,57.00019941136482,residential,장한로29길,"[[127.0711122, 37.5742639], [127.0717583, 37.5742404]]",True
3832270917,3832270921,0,93.23874943108387,residential,장한로29길,"[[127.0711122, 37.5742639], [127.070056, 37.5743125]]",False
3832270917,3832270875,0,131.62120082816213,residential,장한로27가길,"[[127.0711122, 37.5742639], [127.0710255, 37.5730822]]",False
3832270917,3832270962,0,117.67631348776528,residential,장한로27가길,"[[127.0711122, 37.5742639], [127.071198, 37.57532]]",False
3832270918,12436319729,0,25.276881870481223,residential,한천로30길,"[[127.0674537, 37.574274], [127.0671912, 37.5743656]]",True
3832270918,3832270914,0,22.066330726622983,residential,한천로30길,"[[127.0674537, 37.574274], [127.0676835, 37.5741952]]",False
3832270918,3832270939,0,33.77680628252001,residential,한천로30길,"[[127.0674537, 37.574274], [127.0676029, 37.5745538]]",False
3832270921,3832270917,0,93.23874943108387,residential,장한로29길,"[[127.070056, 37.5743125], [127.0711122, 37.5742639]]",False
3832270921,3832270922,0,18.456082726477096,residential,장한로29길,"[[127.070056, 37.5743125], [127.0698471, 37.5743242]]",False
3832270921,3832270967,0,126.05278482499776,residential,장한로29길,"[[127.070056, 37.5743125], [127.0701434, 37.575444]]",False
3832270922,3832270921,0,18.456082726477096,residential,장한로29길,"[[127.0698471, 37.5743242], [127.070056, 37.5743125]]",False
3832270922,3832270891,0,93.36253101161547,residential,답십리로67길,"[[127.0698471, 37.5743242], [127.0697973, 37.5734855]]",False
3832270922,3832270925,0,31.7376886684471,residential,장한로29길,"[[127.0698471, 37.5743242], [127.0695585, 37.5743334], [127.0694956, 37.57436]]",False
3832270925,3832270936,0,27.3996368385506,residential,한천로32길,"[[127.0694956, 37.57436], [127.0692203, 37.5744745]]",False
3832270925,3832270922,0,31.7376886684471,residential,장한로29길,"[[127.0694956, 37.57436], [127.0695585, 37.5743334], [127.0698471, 37.5743242]]",False
3832270925,3832270948,0,63.07097075036337,residential,답십리로65길,"[[127.0694956, 37.57436], [127.0695207, 37.5744568], [127.0695937, 37.5749216]]",False
3832270925,3832270904,0,67.27688923322651,residential,답십리로65길,"[[127.0694956, 37.57436], [127.069483, 37.5743114], [127.0692011, 37.5738029]]",False
3832270929,3832270945,0,35.975597285079964,residential,한천로32길,"[[127.0682546, 37.5744057], [127.0684017, 37.5747075]]",False
3832270929,3832270932,0,13.3262670955591,residential,,"[[127.0682546, 37.5744057], [127.0681161, 37.5744538]]",False
3832270929,3832270911,0,35.89861717305211,residential,한천로30길,"[[127.0682546, 37.5744057], [127.0683396, 37.5743762], [127.068221, 37.5741453]]",False
3832270932,3832270909,0,39.71629707256306,residential,한천로30길,"[[127.0681161, 37.5744538], [127.0679499, 37.5741218]]",False
3832270932,3832270929,0,13.3262670955591,residential,,"[[127.0681161, 37.5744538], [127.0682546, 37.5744057]]",False
3832270932,3832270946,0,40.022331377425424,residential,한천로32길,"[[127.0681161, 37.5744538], [127.0680659, 37.5744713], [127.0682174, 37.5747641]]",False
3832270936,3832270925,0,27.3996368385506,residential,한천로32길,"[[127.0692203, 37.5744745], [127.0694956, 37.57436]]",False
3832270936,3832270941,0,36.93670371904332,residential,한천로32길,"[[127.0692203, 37.5744745], [127.0688278, 37.574591]]",False
3832270936,3832270905,0,68.59975359860326,residential,한천로32길,"[[127.0692203, 37.5744745], [127.0691947, 37.5744136], [127.0689222, 37.5739048]]",False
3832270937,3832270939,0,15.206708935352363,residential,한천로,"[[127.0677638, 37.5745044], [127.0676029, 37.5745538]]",False
3832270937,3832270947,0,41.816558944301335,residential,한천로32길,"[[127.0677638, 37.5745044], [127.0679338, 37.5748555]]",False
3832270937,3832270914,0,41.54546784542771,residential,"['한천로', '한천로30길']","[[127.0677638, 37.5745044], [127.0677388, 37.5744532], [127.0678125, 37.5744296], [127.0676835, 37.5741952]]",False
3832270939,3832270918,0,33.77680628252001,residential,한천로30길,"[[127.0676029, 37.5745538], [127.0674537, 37.574274]]",False
3832270939,3832270937,0,15.206708935352363,residential,한천로,"[[127.0676029, 37.5745538], [127.0677638, 37.5745044]]",False
3832270939,3832270940,0,8.623873510159322,residential,한천로,"[[127.0676029, 37.5745538], [127.0675124, 37.5745833]]",False
3832270940,3832270939,0,8.623873510159322,residential,한천로,"[[127.0675124, 37.5745833], [127.0676029, 37.5745538]]",False
3832270940,3832270943,0,22.280260184127844,residential,한천로,"[[127.0675124, 37.5745833], [127.0672805, 37.5746631]]",True
3832270940,3832270949,0,42.49314899835447,residential,한천로32길,"[[127.0675124, 37.5745833], [127.0676645, 37.5749058], [127.0677039, 37.5749272]]",False
3832270941,3832270936,0,36.93670371904332,residential,한천로32길,"[[127.0688278, 37.574591], [127.0692203, 37.5744745]]",False
3832270941,3832270950,0,40.0519473193399,residential,답십리로63길,"[[127.0688278, 37.574591], [127.0688779, 37.574949]]",False
3832270941,3832270945,0,39.76973941573016,residential,한천로32길,"[[127.0688278, 37.574591], [127.0686997, 37.5746177], [127.0684017, 37.5747075]]",False
3832270941,3832270896,0,123.26292216002716,residential,답십리로63길,"[[127.0688278, 37.574591], [127.0688009, 37.5745269], [127.0687604, 37.5743569], [127.0687078, 37.5742308], [127.0685878, 37.5740095], [127.0683127, 37.5735659]]",False
3832270943,3832270940,0,22.280260184127844,residential,한천로,"[[127.0672805, 37.5746631], [127.0675124, 37.5745833]]",True
3832270943,12436319729,0,34.004014539291255,footway,,"[[127.0672805, 37.5746631], [127.0672737, 37.5746417], [127.0671974, 37.5743864], [127.0671912, 37.5743656]]",True
3832270943,12436319720,0,39.93906137995316,footway,,"[[127.0672805, 37.5746631], [127.0672843, 37.5746751], [127.0673916, 37.5749846], [127.0674003, 37.5750095]]",True
3832270945,3832270946,0,17.41883731874276,residential,한천로32길,"[[127.0684017, 37.5747075], [127.0682174, 37.5747641]]",False
3832270945,3832270929,0,35.975597285079964,residential,한천로32길,"[[127.0684017, 37.5747075], [127.0682546, 37.5744057]]",False
3832270945,3832270941,0,39.76973941573016,residential,한천로32길,"[[127.0684017, 37.5747075], [127.0686997, 37.5746177], [127.0688278, 37.574591]]",False
3832270946,3832270945,0,17.41883731874276,residential,한천로32길,"[[127.0682174, 37.5747641], [127.0684017, 37.5747075]]",False
3832270946,3832270947,0,26.980620825294245,residential,한천로32길,"[[127.0682174, 37.5747641], [127.0679338, 37.5748555]]",False
3832270946,3832270932,0,40.022331377425424,residential,한천로32길,"[[127.0682174, 37.5747641], [127.0680659, 37.5744713], [127.0681161, 37.5744538]]",False
3832270947,3832270946,0,26.980620825294245,residential,한천로32길,"[[127.0679338, 37.5748555], [127.0682174, 37.5747641]]",False
3832270947,3832270949,0,21.7729379397552,residential,한천로32길,"[[127.0679338, 37.5748555], [127.0677039, 37.5749272]]",False
3832270947,3832270937,0,41.816558944301335,residential,한천로32길,"[[127.0679338, 37.5748555], [127.0677638, 37.5745044]]",False
3832270948,3832270952,0,63.03844785543299,residential,답십리로63길,"[[127.0695937, 37.5749216], [127.0688831, 37.5749865]]",False
3832270948,4173788364,0,68.7328148384825,residential,답십리로65길,"[[127.0695937, 37.5749216], [127.0696745, 37.5754358], [127.0696919, 37.5755348]]",False
3832270948,3832270925,0,63.07097075036337,residential,답십리로65길,"[[127.0695937, 37.5749216], [127.0695207, 37.5744568], [127.0694956, 37.57436]]",False
3832270949,3832270947,0,21.7729379397552,residential,한천로32길,"[[127.0677039, 37.5749272], [127.0679338, 37.5748555]]",False
3832270949,12436319720,0,28.277522883713942,residential,한천로32길,"[[127.0677039, 37.5749272], [127.0674003, 37.5750095]]",True
3832270949,3832270940,0,42.49314899835447,residential,한천로32길,"[[127.0677039, 37.5749272], [127.0676645, 37.5749058], [127.0675124, 37.5745833]]",False
3832270949,3832270958,0,21.71134812301255,residential,한천로32길,"[[127.0677039, 37.5749272], [127.0677422, 37.5749481], [127.0678157, 37.5750954]]",False
3832270950,3832270952,0,4.194922106437769,residential,답십리로63길,"[[127.0688779, 37.574949], [127.0688831, 37.5749865]]",False
3832270950,3832270941,0,40.0519473193399,residential,답십리로63길,"[[127.0688779, 37.574949], [127.0688278, 37.574591]]",False
3832270950,3832270958,0,95.06982714441476,residential,답십리로63가길,"[[127.0688779, 37.574949], [127.0681535, 37.5750602], [127.0679868, 37.5750822], [127.0678157, 37.5750954]]",False
3832270952,3832270948,0,63.03844785543299,residential,답십리로63길,"[[127.0688831, 37.5749865], [127.0695937, 37.5749216]]",False
3832270952,3832270964,0,45.88072755794948,residential,답십리로63길,"[[127.0688831, 37.5749865], [127.0689624, 37.5753943]]",False
3832270952,3832270950,0,4.194922106437769,residential,답십리로63길,"[[127.0688831, 37.5749865], [127.0688779, 37.574949]]",False
3832270958,3832270950,0,95.06982714441476,residential,답십리로63가길,"[[127.0678157, 37.5750954], [127.0679868, 37.5750822], [127.0681535, 37.5750602], [127.0688779, 37.574949]]",False
3832270958,3832270949,0,21.71134812301255,residential,한천로32길,"[[127.0678157, 37.5750954], [127.0677422, 37.5749481], [127.0677039, 37.5749272]]",False
3832270958,3832270977,0,88.56261321901277,residential,한천로32길,"[[127.0678157, 37.5750954], [127.0679823, 37.5754494], [127.0680679, 37.5754783], [127.0681774, 37.5758121]]",False
3832270960,12452956424,0,26.671772604633556,residential,장한로32길,"[[127.0734402, 37.5752356], [127.0731379, 37.5752471]]",False
3832270960,12452956229,0,5.836750601689999,residential,장한로32길,"[[127.0734402, 37.5752356], [127.0734441, 37.575288]]",False
3832270960,10080330922,0,92.63240169184412,residential,장한로30길,"[[127.0734402, 37.5752356], [127.073427, 37.5748902], [127.0733964, 37.5744033]]",False
3832270961,12452956472,0,2.9915923355235257,residential,장한로32길,"[[127.0728019, 37.5752604], [127.0728358, 37.575259]]",False
3832270961,12393170154,0,59.4680384107409,residential,장한로32길,"[[127.0728019, 37.5752604], [127.0721279, 37.5752863]]",True
3832270961,10080426635,0,38.261047044775474,residential,장한로28가길,"[[127.0728019, 37.5752604], [127.0728273, 37.5756039]]",False
3832270961,12452956485,0,114.50799984746654,residential,장한로28가길,"[[127.0728019, 37.5752604], [127.0727781, 37.5749567], [127.0727191, 37.5742327]]",False
3832270962,3832270917,0,117.67631348776528,residential,장한로27가길,"[[127.071198, 37.57532], [127.0711122, 37.5742639]]",False
3832270962,3832270975,0,47.54145965409571,residential,장한로27가길,"[[127.071198, 37.57532], [127.071232, 37.5757467]]",False
3832270962,12393170153,0,55.79409112987037,residential,장한로31길,"[[127.071198, 37.57532], [127.0718305, 37.5752981]]",True
3832270962,3832270963,0,56.573461866815265,residential,장한로31길,"[[127.071198, 37.57532], [127.0705581, 37.5753606]]",False
3832270963,3832270976,0,45.901743683427846,residential,장한로27가길,"[[127.0705581, 37.5753606], [127.0705885, 37.5757727]]",False
3832270963,3832270962,0,56.573461866815265,residential,장한로31길,"[[127.0705581, 37.5753606], [127.071198, 37.57532]]",False
3832270963,3832270967,0,37.70485103146894,residential,장한로31길,"[[127.0705581, 37.5753606], [127.0701434, 37.575444]]",False
3832270964,3832270974,0,29.869123784964795,residential,답십리로63길,"[[127.0689624, 37.5753943], [127.0690139, 37.5756598]]",False
3832270964,3832270952,0,45.88072755794948,residential,답십리로63길,"[[127.0689624, 37.5753943], [127.0688831, 37.5749865]]",False
3832270964,3832270965,0,68.85152071427348,residential,답십리로63길,"[[127.0689624, 37.5753943], [127.0683639, 37.5755241], [127.0683167, 37.5754023]]",False
3832270965,3832270964,0,68.85152071427348,residential,답십리로63길,"[[127.0683167, 37.5754023], [127.0683639, 37.5755241], [127.0689624, 37.5753943]]",False
3832270967,3832270921,0,126.05278482499776,residential,장한로29길,"[[127.0701434, 37.575444], [127.070056, 37.5743125]]",False
3832270967,3832270963,0,37.70485103146894,residential,장한로31길,"[[127.0701434, 37.575444], [127.0705581, 37.5753606]]",False
3832270967,3832270969,0,12.255853305910016,residential,장한로31길,"[[127.0701434, 37.575444], [127.0700086, 37.5754711]]",False
3832270969,3832271002,0,118.14134982761018,residential,장한로31길,"[[127.0700086, 37.5754711], [127.0702245, 37.5765197]]",False
3832270969,3832270967,0,12.255853305910016,residential,장한로31길,"[[127.0700086, 37.5754711], [127.0701434, 37.575444]]",False
3832270969,4173788364,0,28.794815275709578,residential,장한로31길,"[[127.0700086, 37.5754711], [127.0696919, 37.5755348]]",False
3832270973,4173788364,0,27.942145984749207,residential,한천로36길,"[[127.0693831, 37.5755918], [127.0696919, 37.5755348]]",False
3832270973,3832270974,0,33.40373399356383,residential,한천로36길,"[[127.0693831, 37.5755918], [127.0690139, 37.5756598]]",False
3832270973,3832270978,0,28.52004058459615,residential,한천로36길,"[[127.0693831, 37.5755918], [127.0694233, 37.5758463]]",False
3832270974,3832270973,0,33.40373399356383,residential,한천로36길,"[[127.0690139, 37.5756598], [127.0693831, 37.5755918]]",False
3832270974,3832270977,0,75.63879120342725,residential,한천로36길,"[[127.0690139, 37.5756598], [127.0681774, 37.5758121]]",False
3832270974,3832270980,0,26.812296390178883,residential,답십리로63길,"[[127.0690139, 37.5756598], [127.0690679, 37.5758971]]",False
3832270974,3832270964,0,29.869123784964795,residential,답십리로63길,"[[127.0690139, 37.5756598], [127.0689624, 37.5753943]]",False
3832270975,3832270976,0,56.78363309105189,residential,장한로27나길,"[[127.071232, 37.5757467], [127.0705885, 37.5757727]]",False
3832270975,3832270962,0,47.54145965409571,residential,장한로27가길,"[[127.071232, 37.5757467], [127.071198, 37.57532]]",False
3832270975,3832270998,0,72.63425596022377,residential,장한로27가길,"[[127.071232, 37.5757467], [127.0712646, 37.5761577], [127.071263, 37.5763991]]",False
3832270976,3832270975,0,56.78363309105189,residential,장한로27나길,"[[127.0705885, 37.5757727], [127.071232, 37.5757467]]",False
3832270976,3832270963,0,45.901743683427846,residential,장한로27가길,"[[127.0705885, 37.5757727], [127.0705581, 37.5753606]]",False
3832270976,3832270999,0,73.32440233946191,residential,장한로27가길,"[[127.0705885, 37.5757727], [127.070637, 37.576431]]",False
3832270977,3832270974,0,75.63879120342725,residential,한천로36길,"[[127.0681774, 37.5758121], [127.0690139, 37.5756598]]",False
3832270977,3832270979,0,22.942666657465335,residential,한천로36길,"[[127.0681774, 37.5758121], [127.0679258, 37.5758651]]",False
3832270977,3832270985,0,39.28288881240009,residential,한천로36길,"[[127.0681774, 37.5758121], [127.0682904, 37.5761253], [127.06832, 37.5761397]]",False
3832270977,3832270958,0,88.56261321901276,residential,한천로32길,"[[127.0681774, 37.5758121], [127.0680679, 37.5754783], [127.0679823, 37.5754494], [127.0678157, 37.5750954]]",False
3832270978,3832270973,0,28.52004058459615,residential,한천로36길,"[[127.0694233, 37.5758463], [127.0693831, 37.5755918]]",False
3832270979,3832270977,0,22.942666657465335,residential,한천로36길,"[[127.0679258, 37.5758651], [127.0681774, 37.5758121]]",False
3832270979,12436319716,0,22.11600576957421,residential,한천로36길,"[[127.0679258, 37.5758651], [127.0676842, 37.5759189]]",True
3832270979,3832270989,0,39.30181610545772,residential,한천로36길,"[[127.0679258, 37.5758651], [127.0680329, 37.5761803], [127.0680565, 37.5761998]]",False
3832270980,3832271000,0,64.95175959532078,residential,답십리로63길,"[[127.0690679, 37.5758971], [127.0691634, 37.5764763]]",False
3832270980,3832270974,0,26.812296390178883,residential,답십리로63길,"[[127.0690679, 37.5758971], [127.0690139, 37.5756598]]",False
3832270980,3832270983,0,36.55292098154555,residential,한천로38길,"[[127.0690679, 37.5758971], [127.0688777, 37.5759206], [127.0686796, 37.5760005]]",False
3832270983,3832270985,0,35.268488432425116,residential,한천로38길,"[[127.0686796, 37.5760005], [127.06832, 37.5761397]]",False
3832270983,3832270980,0,36.55292098154555,residential,한천로38길,"[[127.0686796, 37.5760005], [127.0688777, 37.5759206], [127.0690679, 37.5758971]]",False
3832270983,3832271000,0,92.55963074826566,residential,한천로38다길,"[[127.0686796, 37.5760005], [127.0687908, 37.5765261], [127.0691634, 37.5764763]]",False
3832270985,3832270989,0,24.16393223815148,residential,한천로38길,"[[127.06832, 37.5761397], [127.0680565, 37.5761998]]",False
3832270985,3832270983,0,35.268488432425116,residential,한천로38길,"[[127.06832, 37.5761397], [127.0686796, 37.5760005]]",False
3832270985,3832271004,0,48.103286668891975,residential,한천로38나길,"[[127.06832, 37.5761397], [127.0683606, 37.5761627], [127.0684742, 37.5765453]]",False
3832270985,3832270977,0,39.28288881240009,residential,한천로36길,"[[127.06832, 37.5761397], [127.0682904, 37.5761253], [127.0681774, 37.5758121]]",False
3832270988,3832271007,0,46.21049095806927,residential,답십리로65길,"[[127.0698058, 37.5761825], [127.0698782, 37.5765941]]",False
3832270988,4173788364,0,72.71717720014644,residential,답십리로65길,"[[127.0698058, 37.5761825], [127.0696919, 37.5755348]]",False
3832270988,3832271010,0,67.41946330406364,residential,장한로33길,"[[127.0698058, 37.5761825], [127.0695743, 37.576214], [127.0696402, 37.5766309]]",False
3832270989,3832270992,0,24.25476004040694,residential,한천로38길,"[[127.0680565, 37.5761998], [127.0677906, 37.5762561]]",True
3832270989,3832270985,0,24.16393223815148,residential,한천로38길,"[[127.0680565, 37.5761998], [127.06832, 37.5761397]]",False
3832270989,3832271008,0,46.81178805917682,residential,한천로38가길,"[[127.0680565, 37.5761998], [127.0680768, 37.5762166], [127.0681886, 37.5765732], [127.0681954, 37.576603]]",False
3832270989,3832270979,0,39.30181610545772,residential,한천로36길,"[[127.0680565, 37.5761998], [127.0680329, 37.5761803], [127.0679258, 37.5758651]]",False
3832270992,3832270989,0,24.25476004040694,residential,한천로38길,"[[127.0677906, 37.5762561], [127.0680565, 37.5761998]]",True
3832270992,12436319716,0,38.64980961615778,footway,,"[[127.0677906, 37.5762561], [127.0677001, 37.5759679], [127.0676842, 37.5759189]]",True
3832270992,12436319711,0,45.834618722623816,footway,,"[[127.0677906, 37.5762561], [127.0679108, 37.5766387], [127.0679162, 37.5766561]]",True
3832270994,12452956384,0,50.40469625010938,residential,장한로34길,"[[127.0735358, 37.5763026], [127.0741069, 37.5762778]]",False
3832270994,12452956347,0,5.064937307206289,residential,장한로34길,"[[127.0735358, 37.5763026], [127.0734784, 37.5763049]]",False
3832270994,12452956346,0,30.5528169493814,residential,장한로34길,"[[127.0735358, 37.5763026], [127.0735511, 37.5765771]]",False
3832270994,10080330860,0,94.78492253516264,residential,장한로32길,"[[127.0735358, 37.5763026], [127.0734565, 37.5754525]]",False
3832270995,10080426757,0,76.95974623300158,residential,장한로34길,"[[127.0732146, 37.5763156], [127.0732684, 37.5770064]]",False
3832270995,12452956348,0,3.264952963318918,residential,장한로34길,"[[127.0732146, 37.5763156], [127.0732516, 37.5763141]]",False
3832270995,3832270996,0,29.78950312911176,residential,장한로34길,"[[127.0732146, 37.5763156], [127.0728773, 37.5763332]]",False
3832270996,3832270995,0,29.78950312911176,residential,장한로34길,"[[127.0728773, 37.5763332], [127.0732146, 37.5763156]]",False
3832270996,12393170159,0,59.436907540065874,residential,장한로34길,"[[127.0728773, 37.5763332], [127.0722037, 37.57636]]",False
3832270996,3832271035,0,132.35029149890028,residential,장한로28가길,"[[127.0728773, 37.5763332], [127.0729633, 37.5775215]]",False
3832270996,10080426604,0,76.23532328994004,residential,장한로28가길,"[[127.0728773, 37.5763332], [127.0728306, 37.5756486]]",False
3832270998,12393170160,0,56.43210672354061,residential,장한로33길,"[[127.071263, 37.5763991], [127.0719027, 37.5763762]]",True
3832270998,3832270999,0,55.28119051725604,residential,장한로33길,"[[127.071263, 37.5763991], [127.070637, 37.576431]]",False
3832270998,3832271014,0,45.37754170429164,residential,장한로27가길,"[[127.071263, 37.5763991], [127.0713006, 37.5768061]]",False
3832270998,3832270975,0,72.63425596022377,residential,장한로27가길,"[[127.071263, 37.5763991], [127.0712646, 37.5761577], [127.071232, 37.5757467]]",False
3832270999,3832270998,0,55.28119051725604,residential,장한로33길,"[[127.070637, 37.576431], [127.071263, 37.5763991]]",False
3832270999,3832271001,0,24.40851950498605,residential,장한로33길,"[[127.070637, 37.576431], [127.0703697, 37.5764885]]",False
3832270999,3832270976,0,73.32440233946191,residential,장한로27가길,"[[127.070637, 37.576431], [127.0705885, 37.5757727]]",False
3832270999,3832271022,0,89.5632178226474,residential,장한로27가길,"[[127.070637, 37.576431], [127.0707813, 37.5772283]]",False
3832271000,3832271012,0,24.939240717673353,residential,답십리로63길,"[[127.0691634, 37.5764763], [127.0692, 37.5766987]]",False
3832271000,3832270980,0,64.95175959532078,residential,답십리로63길,"[[127.0691634, 37.5764763], [127.0690679, 37.5758971]]",False
3832271000,3832270983,0,92.55963074826566,residential,한천로38다길,"[[127.0691634, 37.5764763], [127.0687908, 37.5765261], [127.0686796, 37.5760005]]",False
3832271001,3832270999,0,24.40851950498605,residential,장한로33길,"[[127.0703697, 37.5764885], [127.070637, 37.576431]]",False
3832271001,3832271002,0,13.257935166894969,residential,장한로33길,"[[127.0703697, 37.5764885], [127.0702245, 37.5765197]]",False
3832271001,3832271023,0,88.54640972861654,residential,장한로33길,"[[127.0703697, 37.5764885], [127.0705757, 37.5772679]]",False
3832271002,3832271001,0,13.257935166894969,residential,장한로33길,"[[127.0702245, 37.5765197], [127.0703697, 37.5764885]]",False
3832271002,3832271005,0,11.673219490376349,residential,장한로33길,"[[127.0702245, 37.5765197], [127.0700967, 37.5765473]]",False
3832271002,3832270969,0,118.14134982761018,residential,장한로31길,"[[127.0702245, 37.5765197], [127.0700086, 37.5754711]]",False
3832271004,3832271017,0,47.796200886463495,residential,한천로38나길,"[[127.0684742, 37.5765453], [127.0685985, 37.5769637]]",False
3832271004,3832271008,0,25.393549109320094,residential,,"[[127.0684742, 37.5765453], [127.0681954, 37.576603]]",False
3832271004,3832270985,0,48.103286668891975,residential,한천로38나길,"[[127.0684742, 37.5765453], [127.0683606, 37.5761627], [127.06832, 37.5761397]]",False
3832271005,3832271002,0,11.673219490376349,residential,장한로33길,"[[127.0700967, 37.5765473], [127.0702245, 37.5765197]]",False
3832271005,3832271007,0,19.94643172957036,residential,장한로33길,"[[127.0700967, 37.5765473], [127.0698782, 37.5765941]]",False
3832271005,3832271024,0,87.8683633283959,residential,장한로33길,"[[127.0700967, 37.5765473], [127.0702995, 37.577321]]",False
3832271007,3832271005,0,19.94643172957036,residential,장한로33길,"[[127.0698782, 37.5765941], [127.0700967, 37.5765473]]",False
3832271007,3832271010,0,21.369521615523983,residential,장한로33길,"[[127.0698782, 37.5765941], [127.0696402, 37.5766309]]",False
3832271007,3832270988,0,46.21049095806927,residential,답십리로65길,"[[127.0698782, 37.5765941], [127.0698058, 37.5761825]]",False
3832271007,3832271019,0,59.01968269547211,residential,답십리로65길,"[[127.0698782, 37.5765941], [127.0699226, 37.5768467], [127.0699706, 37.5771198]]",False
3832271008,3832271004,0,25.393549109320094,residential,,"[[127.0681954, 37.576603], [127.0684742, 37.5765453]]",False
3832271008,12436319711,0,25.303418874268623,residential,,"[[127.0681954, 37.576603], [127.0679162, 37.5766561]]",True
3832271008,3832270989,0,46.81178805917682,residential,한천로38가길,"[[127.0681954, 37.576603], [127.0681886, 37.5765732], [127.0680768, 37.5762166], [127.0680565, 37.5761998]]",False
3832271008,3832271018,0,48.14535074907543,residential,한천로38가길,"[[127.0681954, 37.576603], [127.0681947, 37.5766266], [127.0683135, 37.577025]]",False
3832271010,3832271007,0,21.369521615523983,residential,장한로33길,"[[127.0696402, 37.5766309], [127.0698782, 37.5765941]]",False
3832271010,3832271011,0,9.111471165927837,residential,장한로33길,"[[127.0696402, 37.5766309], [127.0695387, 37.5766465]]",False
3832271010,3832270988,0,67.41946330406364,residential,장한로33길,"[[127.0696402, 37.5766309], [127.0695743, 37.576214], [127.0698058, 37.5761825]]",False
3832271011,3832271010,0,9.111471165927837,residential,장한로33길,"[[127.0695387, 37.5766465], [127.0696402, 37.5766309]]",False
3832271011,3832271012,0,30.407517133827223,residential,장한로33길,"[[127.0695387, 37.5766465], [127.0692, 37.5766987]]",False
3832271011,3832271020,0,57.12467940917206,residential,장한로33길,"[[127.0695387, 37.5766465], [127.0696146, 37.5771567]]",False
3832271012,3832271011,0,30.407517133827223,residential,장한로33길,"[[127.0692, 37.5766987], [127.0695387, 37.5766465]]",False
3832271012,3832271021,0,55.20128972355499,residential,답십리로63길,"[[127.0692, 37.5766987], [127.0692725, 37.5771918]]",False
3832271012,3832271000,0,24.939240717673353,residential,답십리로63길,"[[127.0692, 37.5766987], [127.0691634, 37.5764763]]",False
3832271014,3832270998,0,45.37754170429164,residential,장한로27가길,"[[127.0713006, 37.5768061], [127.071263, 37.5763991]]",False
3832271017,3832271004,0,47.796200886463495,residential,한천로38나길,"[[127.0685985, 37.5769637], [127.0684742, 37.5765453]]",False
3832271017,3832271032,0,61.48180068740741,residential,한천로38나길,"[[127.0685985, 37.5769637], [127.0687584, 37.5775019]]",False
3832271017,3832271018,0,26.024403292745852,residential,한천로38가길,"[[127.0685985, 37.5769637], [127.0683135, 37.577025]]",False
3832271018,3832271017,0,26.024403292745852,residential,한천로38가길,"[[127.0683135, 37.577025], [127.0685985, 37.5769637]]",False
3832271018,3832271038,0,61.41210826797383,residential,한천로38가길,"[[127.0683135, 37.577025], [127.0684737, 37.5775625]]",False
3832271018,3832271008,0,48.14535074907543,residential,한천로38가길,"[[127.0683135, 37.577025], [127.0681947, 37.5766266], [127.0681954, 37.576603]]",False
3832271019,3832271026,0,28.717604400858864,residential,답십리로65길,"[[127.0699706, 37.5771198], [127.0700155, 37.5773756]]",False
3832271019,3832271020,0,31.63995159588898,residential,답십리로65길,"[[127.0699706, 37.5771198], [127.0696146, 37.5771567]]",False
3832271019,3832271007,0,59.01968269547211,residential,답십리로65길,"[[127.0699706, 37.5771198], [127.0699226, 37.5768467], [127.0698782, 37.5765941]]",False
3832271020,3832271021,0,30.3994025902754,residential,답십리로63길,"[[127.0696146, 37.5771567], [127.0692725, 37.5771918]]",False
3832271020,3832271011,0,57.12467940917206,residential,장한로33길,"[[127.0696146, 37.5771567], [127.0695387, 37.5766465]]",False
3832271020,3832271025,0,22.493955668089644,residential,장한로33길,"[[127.0696146, 37.5771567], [127.0696445, 37.5773576]]",False
3832271020,3832271019,0,31.63995159588898,residential,답십리로65길,"[[127.0696146, 37.5771567], [127.0699706, 37.5771198]]",False
3832271021,3832271027,0,20.788607488349495,residential,답십리로63길,"[[127.0692725, 37.5771918], [127.0692998, 37.5773775]]",False
3832271021,3832271012,0,55.20128972355499,residential,답십리로63길,"[[127.0692725, 37.5771918], [127.0692, 37.5766987]]",False
3832271021,3832271020,0,30.3994025902754,residential,답십리로63길,"[[127.0692725, 37.5771918], [127.0696146, 37.5771567]]",False
3832271022,3832271023,0,18.646022056667583,residential,답십리로65길,"[[127.0707813, 37.5772283], [127.0705757, 37.5772679]]",False
3832271022,3832270999,0,89.5632178226474,residential,장한로27가길,"[[127.0707813, 37.5772283], [127.070637, 37.576431]]",False
3832271022,3832271055,0,102.83206856912815,residential,장한로27가길,"[[127.0707813, 37.5772283], [127.0709418, 37.5781443]]",False
3832271023,3832271001,0,88.54640972861654,residential,장한로33길,"[[127.0705757, 37.5772679], [127.0703697, 37.5764885]]",False
3832271023,3832271022,0,18.646022056667583,residential,답십리로65길,"[[127.0705757, 37.5772679], [127.0707813, 37.5772283]]",False
3832271023,3832271024,0,25.04620302452109,residential,답십리로65길,"[[127.0705757, 37.5772679], [127.0702995, 37.577321]]",False
3832271024,3832271005,0,87.8683633283959,residential,장한로33길,"[[127.0702995, 37.577321], [127.0700967, 37.5765473]]",False
3832271024,3832271023,0,25.04620302452109,residential,답십리로65길,"[[127.0702995, 37.577321], [127.0705757, 37.5772679]]",False
3832271024,3832271026,0,25.753511754809196,residential,답십리로65길,"[[127.0702995, 37.577321], [127.0700155, 37.5773756]]",False
