u,v,key,length,highway,name,coordinates,가로수
10253006775,10253009378,0,6.281807106067423,service,,"[[127.0750778, 37.5757918], [127.0750246, 37.5757542]]",False
10253006775,10253009483,0,26.499524419882707,service,,"[[127.0750778, 37.5757918], [127.0751185, 37.5758208], [127.0751693, 37.5758466], [127.075212, 37.575853], [127.0752669, 37.5758546], [127.0753541, 37.5758526]]",False
10253006775,10253009453,0,17.032931755916373,service,,"[[127.0750778, 37.5757918], [127.0750531, 37.575809], [127.0750407, 37.5758258], [127.0750319, 37.5758413], [127.0750283, 37.5758623], [127.0750322, 37.5759317]]",False
10253006788,10253009571,0,7.084902879846539,service,,"[[127.0759157, 37.575999], [127.0759175, 37.5760627]]",False
10253006788,10253009341,0,19.97232029674845,service,,"[[127.0759157, 37.575999], [127.0759153, 37.5759867], [127.0759022, 37.5759399], [127.0758813, 37.5759078], [127.075852, 37.5758842], [127.0758157, 37.5758643], [127.0757983, 37.575858]]",False
10253006788,10253006798,0,26.798451283720755,service,,"[[127.0759157, 37.575999], [127.0759952, 37.575998], [127.0760121, 37.5759956], [127.0760255, 37.5759915], [127.0760378, 37.5759859], [127.0760483, 37.5759762], [127.0760559, 37.5759582], [127.0760605, 37.575935], [127.0760605, 37.575911], [127.0760535, 37.5758934], [127.0760407, 37.5758841], [127.0760255, 37.5758786], [127.0760045, 37.5758749]]",False
10253006798,10253006788,0,26.798451283720755,service,,"[[127.0760045, 37.5758749], [127.0760255, 37.5758786], [127.0760407, 37.5758841], [127.0760535, 37.5758934], [127.0760605, 37.575911], [127.0760605, 37.575935], [127.0760559, 37.5759582], [127.0760483, 37.5759762], [127.0760378, 37.5759859], [127.0760255, 37.5759915], [127.0760121, 37.5759956], [127.0759952, 37.575998], [127.0759157, 37.575999]]",False
10253006802,10253006808,0,37.45894033930067,service,,"[[127.0748498, 37.5753343], [127.0747062, 37.5753375], [127.0746965, 37.5753389], [127.0746868, 37.5753438], [127.0746823, 37.5753522], [127.0746815, 37.5753613], [127.0746865, 37.5755491]]",False
10253006808,10253006774,0,11.352184624209675,service,,"[[127.0746865, 37.5755491], [127.0746957, 37.5755501], [127.0747234, 37.5755561], [127.0747485, 37.5755663], [127.0747993, 37.5755953]]",False
10253006808,12452940142,0,41.28324003259438,service,,"[[127.0746865, 37.5755491], [127.074653, 37.5755453], [127.0742188, 37.5755602]]",False
10253006808,10253006802,0,37.45894033930067,service,,"[[127.0746865, 37.5755491], [127.0746815, 37.5753613], [127.0746823, 37.5753522], [127.0746868, 37.5753438], [127.0746965, 37.5753389], [127.0747062, 37.5753375], [127.0748498, 37.5753343]]",False
10253009318,12452940142,0,32.42514460209861,footway,,"[[127.0741994, 37.575269], [127.0742008, 37.5752881], [127.0742188, 37.5755602]]",False
10253009318,10253009333,0,156.3957137517018,footway,,"[[127.0741994, 37.575269], [127.0742139, 37.5752572], [127.0742359, 37.5752531], [127.0759631, 37.5751592]]",False
10253009318,12452956409,0,3.1733093773519325,footway,,"[[127.0741994, 37.575269], [127.074181, 37.5752693], [127.0741634, 37.5752696]]",False
10253009323,12452956396,0,69.9738587918373,footway,,"[[127.07431, 37.5768364], [127.0742985, 37.5768181], [127.0742971, 37.5767961], [127.0742843, 37.5765614], [127.0742514, 37.5765141], [127.0742349, 37.5762165]]",False
10253009323,12452956389,0,13.692749010018598,footway,,"[[127.07431, 37.5768364], [127.0742251, 37.5768422], [127.0741552, 37.576847]]",False
10253009323,12452956381,0,10.840253161923144,footway,,"[[127.07431, 37.5768364], [127.0743042, 37.5768822], [127.0742977, 37.5769334]]",False
10253009325,12452956380,0,18.53734261736905,footway,,"[[127.074466, 37.5768354], [127.0746759, 37.5768245]]",False
10253009326,12452940141,0,39.633094252919605,footway,,"[[127.0763869, 37.5767198], [127.0759385, 37.5767472]]",True
10253009326,10253009328,0,5.309008818423854,footway,,"[[127.0763869, 37.5767198], [127.076402, 37.5767103], [127.0764089, 37.5767014], [127.0764149, 37.5766799]]",True
10253009326,12452956373,0,14.08433865697224,footway,,"[[127.0763869, 37.5767198], [127.0763926, 37.5767896], [127.0763972, 37.5768462]]",True
10253009328,10253009331,0,173.00370586343428,footway,,"[[127.0764149, 37.5766799], [127.0765834, 37.5751581], [127.0765793, 37.575142], [127.0765685, 37.5751339]]",True
10253009328,10253009326,0,5.309008818423854,footway,,"[[127.0764149, 37.5766799], [127.0764089, 37.5767014], [127.076402, 37.5767103], [127.0763869, 37.5767198]]",True
10253009328,12452956309,0,17.53392451652971,footway,,"[[127.0764149, 37.5766799], [127.0764695, 37.5766842], [127.0765565, 37.576691], [127.0766129, 37.5766954]]",True
10253009331,10253009333,0,53.513404183738125,footway,,"[[127.0765685, 37.5751339], [127.0765485, 37.5751304], [127.0765196, 37.5751291], [127.0759631, 37.5751592]]",True
10253009331,10253009328,0,173.0037058634343,footway,,"[[127.0765685, 37.5751339], [127.0765793, 37.575142], [127.0765834, 37.5751581], [127.0764149, 37.5766799]]",True
10253009331,9589491920,0,15.797240996133342,footway,,"[[127.0765685, 37.5751339], [127.0765718, 37.5750907], [127.0765756, 37.5750426], [127.0765795, 37.5749921]]",True
10253009333,10253009318,0,156.3957137517018,footway,,"[[127.0759631, 37.5751592], [127.0742359, 37.5752531], [127.0742139, 37.5752572], [127.0741994, 37.575269]]",False
10253009333,10253009331,0,53.513404183738125,footway,,"[[127.0759631, 37.5751592], [127.0765196, 37.5751291], [127.0765485, 37.5751304], [127.0765685, 37.5751339]]",True
10253009333,10253009335,0,14.837902156312833,footway,,"[[127.0759631, 37.5751592], [127.0759444, 37.5752624], [127.0759403, 37.5752914]]",False
10253009335,10253009336,0,5.094824317598579,footway,,"[[127.0759403, 37.5752914], [127.0759301, 37.5753365]]",False
10253009335,10253009333,0,14.837902156312833,footway,,"[[127.0759403, 37.5752914], [127.0759444, 37.5752624], [127.0759631, 37.5751592]]",False
10253009335,7972554280,0,30.880488486570997,footway,,"[[127.0759403, 37.5752914], [127.0760094, 37.5752895], [127.0762905, 37.5752819]]",False
10253009336,10253009335,0,5.094824317598579,footway,,"[[127.0759301, 37.5753365], [127.0759403, 37.5752914]]",False
10253009336,10253009591,0,12.84905402720241,footway,,"[[127.0759301, 37.5753365], [127.0757843, 37.5753366]]",False
10253009336,10253009592,0,14.872508324101506,footway,,"[[127.0759301, 37.5753365], [127.0759139, 37.5753768], [127.0758768, 37.5754634]]",False
10253009338,10253009592,0,30.508246738063026,footway,,"[[127.0757655, 37.5757232], [127.0758768, 37.5754634]]",False
10253009338,10253009340,0,8.482471141889267,footway,,"[[127.0757655, 37.5757232], [127.0758305, 37.5757473], [127.0758488, 37.5757602]]",False
10253009338,10253009378,0,66.20267000015387,footway,,"[[127.0757655, 37.5757232], [127.0757187, 37.5757167], [127.075674, 37.5757151], [127.0752695, 37.5757087], [127.0752126, 37.5757119], [127.0751353, 37.5757199], [127.0750845, 37.5757312], [127.0750479, 37.5757441], [127.0750246, 37.5757542]]",False
10253009340,10253009341,0,11.750290854522486,footway,,"[[127.0758488, 37.5757602], [127.0757983, 37.575858]]",False
10253009340,10253009338,0,8.482471141889267,footway,,"[[127.0758488, 37.5757602], [127.0758305, 37.5757473], [127.0757655, 37.5757232]]",False
10253009340,10253009345,0,8.791844998198535,footway,,"[[127.0758488, 37.5757602], [127.0758936, 37.5757296], [127.0759263, 37.5757105]]",False
10253009341,10253009340,0,11.750290854522486,footway,,"[[127.0757983, 37.575858], [127.0758488, 37.5757602]]",False
10253009341,10253006788,0,19.972320296748443,service,,"[[127.0757983, 37.575858], [127.0758157, 37.5758643], [127.075852, 37.5758842], [127.0758813, 37.5759078], [127.0759022, 37.5759399], [127.0759153, 37.5759867], [127.0759157, 37.575999]]",False
10253009341,10253009483,0,39.379287841599826,service,,"[[127.0757983, 37.575858], [127.0757789, 37.575851], [127.0757705, 37.575849], [127.075762, 37.5758478], [127.0756917, 37.575845], [127.0753541, 37.5758526]]",False
10253009344,10253009585,0,8.102873609025357,footway,,"[[127.0762547, 37.5755123], [127.0761816, 37.5755565]]",False
10253009345,10253009585,0,28.27502552042575,footway,,"[[127.0759263, 37.5757105], [127.0759545, 37.5756942], [127.0761816, 37.5755565]]",False
10253009345,10253009340,0,8.791844998198535,footway,,"[[127.0759263, 37.5757105], [127.0758936, 37.5757296], [127.0758488, 37.5757602]]",False
10253009345,10253009349,0,22.916196567630617,footway,,"[[127.0759263, 37.5757105], [127.0760054, 37.5757199], [127.0760541, 37.5757296], [127.0760968, 37.5757522], [127.0761495, 37.5757983]]",False
10253009349,10253009345,0,22.91619656763062,footway,,"[[127.0761495, 37.5757983], [127.0760968, 37.5757522], [127.0760541, 37.5757296], [127.0760054, 37.5757199], [127.0759263, 37.5757105]]",False
10253009378,10253006775,0,6.281807106067423,service,,"[[127.0750246, 37.5757542], [127.0750778, 37.5757918]]",False
10253009378,10253009379,0,15.85582171028829,service,,"[[127.0750246, 37.5757542], [127.0748902, 37.5756594]]",False
10253009378,10253009338,0,66.20267000015387,footway,,"[[127.0750246, 37.5757542], [127.0750479, 37.5757441], [127.0750845, 37.5757312], [127.0751353, 37.5757199], [127.0752126, 37.5757119], [127.0752695, 37.5757087], [127.075674, 37.5757151], [127.0757187, 37.5757167], [127.0757655, 37.5757232]]",False
10253009379,10253009378,0,15.85582171028829,service,,"[[127.0748902, 37.5756594], [127.0750246, 37.5757542]]",False
10253009379,10253006774,0,10.722667524421457,service,,"[[127.0748902, 37.5756594], [127.0747993, 37.5755953]]",False
10253009379,10253009384,0,22.014985369513656,footway,,"[[127.0748902, 37.5756594], [127.0748182, 37.575736], [127.0747959, 37.5757554], [127.0747674, 37.5757731], [127.0747349, 37.5757876], [127.0747146, 37.5757956]]",False
10253009384,10253009396,0,106.6923482608083,footway,,"[[127.0747146, 37.5757956], [127.074682, 37.5758005], [127.0743934, 37.5758134], [127.074371, 37.5758182], [127.0743548, 37.5758311], [127.0743527, 37.5758488], [127.0743731, 37.5761968], [127.0743771, 37.5762145], [127.0743954, 37.5762242], [127.0744178, 37.5762258], [127.0746961, 37.5762153], [127.0747136, 37.5762104], [127.0747275, 37.5762043]]",False
10253009384,10253009396,1,45.658300813930055,footway,,"[[127.0747146, 37.5757956], [127.0747352, 37.5761933], [127.0747275, 37.5762043]]",False
10253009384,10253009379,0,22.01498536951366,footway,,"[[127.0747146, 37.5757956], [127.0747349, 37.5757876], [127.0747674, 37.5757731], [127.0747959, 37.5757554], [127.0748182, 37.575736], [127.0748902, 37.5756594]]",False
10253009396,10253009531,0,4.007841973002642,footway,,"[[127.0747275, 37.5762043], [127.0747455, 37.5762374]]",False
10253009396,10253009384,0,45.658300813930055,footway,,"[[127.0747275, 37.5762043], [127.0747352, 37.5761933], [127.0747146, 37.5757956]]",False
10253009396,10253009384,1,106.69234826080832,footway,,"[[127.0747275, 37.5762043], [127.0747136, 37.5762104], [127.0746961, 37.5762153], [127.0744178, 37.5762258], [127.0743954, 37.5762242], [127.0743771, 37.5762145], [127.0743731, 37.5761968], [127.0743527, 37.5758488], [127.0743548, 37.5758311], [127.074371, 37.5758182], [127.0743934, 37.5758134], [127.074682, 37.5758005], [127.0747146, 37.5757956]]",False
10253009427,10253009497,0,33.454641366693735,service,,"[[127.0754389, 37.576349], [127.0754902, 37.5763433], [127.0755486, 37.5763223], [127.0756229, 37.5762971], [127.0756583, 37.5762886], [127.0757061, 37.5762858], [127.075804, 37.5762833]]",False
10253009427,10253009506,0,21.16598886103953,service,,"[[127.0754389, 37.576349], [127.0753893, 37.576349], [127.0753486, 37.5763433], [127.0752087, 37.5763021]]",False
10253009427,10253009549,0,25.000822698106717,footway,,"[[127.0754389, 37.576349], [127.0754524, 37.5765494], [127.0754504, 37.5765735]]",False
10253009433,10253009559,0,5.194074031735394,service,,"[[127.0759239, 37.5762803], [127.0759252, 37.576327]]",False
10253009433,10253009561,0,20.231777887209116,service,,"[[127.0759239, 37.5762803], [127.0759186, 37.5760984]]",False
10253009433,10253009497,0,10.57166662203982,service,,"[[127.0759239, 37.5762803], [127.075804, 37.5762833]]",False
10253009453,10253009510,0,10.39611840267411,service,,"[[127.0750322, 37.5759317], [127.0750375, 37.5760251]]",False
10253009453,10253006775,0,17.032931755916376,service,,"[[127.0750322, 37.5759317], [127.0750283, 37.5758623], [127.0750319, 37.5758413], [127.0750407, 37.5758258], [127.0750531, 37.575809], [127.0750778, 37.5757918]]",False
10253009453,10253009458,0,21.543861484844733,service,,"[[127.0750322, 37.5759317], [127.0751708, 37.5759314], [127.0752, 37.5759278], [127.0752278, 37.5759217], [127.0752478, 37.5759094], [127.0752601, 37.5758948]]",False
10253009458,10253009453,0,21.543861484844733,service,,"[[127.0752601, 37.5758948], [127.0752478, 37.5759094], [127.0752278, 37.5759217], [127.0752, 37.5759278], [127.0751708, 37.5759314], [127.0750322, 37.5759317]]",False
10253009483,10253009341,0,39.37928784159983,service,,"[[127.0753541, 37.5758526], [127.0756917, 37.575845], [127.075762, 37.5758478], [127.0757705, 37.575849], [127.0757789, 37.575851], [127.0757983, 37.575858]]",False
10253009483,10253006775,0,26.49952441988271,service,,"[[127.0753541, 37.5758526], [127.0752669, 37.5758546], [127.075212, 37.575853], [127.0751693, 37.5758466], [127.0751185, 37.5758208], [127.0750778, 37.5757918]]",False
10253009483,10253009507,0,14.41912808878579,footway,,"[[127.0753541, 37.5758526], [127.0753524, 37.5759673], [127.0753594, 37.5759812]]",False
10253009497,10253009433,0,10.57166662203982,service,,"[[127.075804, 37.5762833], [127.0759239, 37.5762803]]",False
10253009497,10253009427,0,33.45464136669373,service,,"[[127.075804, 37.5762833], [127.0757061, 37.5762858], [127.0756583, 37.5762886], [127.0756229, 37.5762971], [127.0755486, 37.5763223], [127.0754902, 37.5763433], [127.0754389, 37.576349]]",False
10253009497,10253009502,0,44.15233429346053,footway,,"[[127.075804, 37.5762833], [127.0756922, 37.5762226], [127.075671, 37.5762058], [127.0756603, 37.5761917], [127.0756462, 37.5761314], [127.0756391, 37.5761062], [127.0756196, 37.5760894], [127.075586, 37.5760795], [127.0755524, 37.5760725], [127.0754975, 37.5760655], [127.0754675, 37.5760585], [127.0754524, 37.57605]]",False
10253009502,10253009497,0,44.15233429346052,footway,,"[[127.0754524, 37.57605], [127.0754675, 37.5760585], [127.0754975, 37.5760655], [127.0755524, 37.5760725], [127.075586, 37.5760795], [127.0756196, 37.5760894], [127.0756391, 37.5761062], [127.0756462, 37.5761314], [127.0756603, 37.5761917], [127.075671, 37.5762058], [127.0756922, 37.5762226], [127.075804, 37.5762833]]",False
10253009502,10253009507,0,11.397877242905118,footway,,"[[127.0754524, 37.57605], [127.0753878, 37.5760136], [127.0753631, 37.5759884], [127.0753594, 37.5759812]]",False
10253009502,10253009506,0,36.06792813288303,footway,,"[[127.0754524, 37.57605], [127.0753984, 37.5761553], [127.0753772, 37.5761791], [127.0753365, 37.57621], [127.0752087, 37.5763021]]",False
10253009506,10253009538,0,18.196310599130516,footway,,"[[127.0752087, 37.5763021], [127.075003, 37.5763163]]",False
10253009506,10253009427,0,21.16598886103953,service,,"[[127.0752087, 37.5763021], [127.0753486, 37.5763433], [127.0753893, 37.576349], [127.0754389, 37.576349]]",False
10253009506,10253009511,0,13.4499338526206,service,,"[[127.0752087, 37.5763021], [127.0751204, 37.576276], [127.075085, 37.5762606], [127.0750731, 37.5762499]]",False
10253009506,10253009502,0,36.06792813288303,footway,,"[[127.0752087, 37.5763021], [127.0753365, 37.57621], [127.0753772, 37.5761791], [127.0753984, 37.5761553], [127.0754524, 37.57605]]",False
10253009507,10253009502,0,11.397877242905118,footway,,"[[127.0753594, 37.5759812], [127.0753631, 37.5759884], [127.0753878, 37.5760136], [127.0754524, 37.57605]]",False
10253009507,10253009483,0,14.41912808878579,footway,,"[[127.0753594, 37.5759812], [127.0753524, 37.5759673], [127.0753541, 37.5758526]]",False
10253009507,10253009510,0,29.3131151932954,footway,,"[[127.0753594, 37.5759812], [127.0752887, 37.5760108], [127.0752587, 37.5760164], [127.0752262, 37.5760213], [127.0750375, 37.5760251]]",False
10253009510,10253009453,0,10.39611840267411,service,,"[[127.0750375, 37.5760251], [127.0750322, 37.5759317]]",False
10253009510,10253009511,0,25.652886914290768,service,,"[[127.0750375, 37.5760251], [127.0750478, 37.5762101], [127.0750584, 37.5762368], [127.0750731, 37.5762499]]",False
10253009510,10253009507,0,29.313115193295403,footway,,"[[127.0750375, 37.5760251], [127.0752262, 37.5760213], [127.0752587, 37.5760164], [127.0752887, 37.5760108], [127.0753594, 37.5759812]]",False
10253009511,10253009538,0,9.62692775472423,footway,,"[[127.0750731, 37.5762499], [127.075003, 37.5763163]]",False
10253009511,10253009506,0,13.4499338526206,service,,"[[127.0750731, 37.5762499], [127.075085, 37.5762606], [127.0751204, 37.576276], [127.0752087, 37.5763021]]",False
10253009511,10253009510,0,25.652886914290768,service,,"[[127.0750731, 37.5762499], [127.0750584, 37.5762368], [127.0750478, 37.5762101], [127.0750375, 37.5760251]]",False
10253009512,10253009538,0,34.045975176794094,footway,,"[[127.0747552, 37.5765512], [127.075003, 37.5763163]]",False
10253009512,10253009539,0,11.761311240059024,footway,,"[[127.0747552, 37.5765512], [127.0747945, 37.5765836], [127.074818, 37.5766244], [127.07482, 37.5766403]]",False
10253009512,12452956379,0,56.99082727069455,footway,,"[[127.0747552, 37.5765512], [127.0747045, 37.5765312], [127.0746482, 37.5765257], [127.0745929, 37.5765354], [127.0745448, 37.5765591], [127.0745095, 37.5765943], [127.074491, 37.5766367], [127.0744915, 37.5766817], [127.0745109, 37.5767239], [127.0745469, 37.5767585], [127.0745919, 37.5767806], [127.0746433, 37.5767903], [127.0746741, 37.5767883]]",False
10253009531,10253009396,0,4.007841973002642,footway,,"[[127.0747455, 37.5762374], [127.0747275, 37.5762043]]",False
10253009531,10253009533,0,2.946179417122866,footway,,"[[127.0747455, 37.5762374], [127.0747472, 37.5762529], [127.0747506, 37.5762635]]",False
10253009531,10253009538,0,25.035189198078378,footway,,"[[127.0747455, 37.5762374], [127.0748056, 37.5762374], [127.0748339, 37.5762402], [127.074864, 37.5762486], [127.0749118, 37.5762669], [127.075003, 37.5763163]]",False
10253009533,10253009531,0,2.946179417122866,footway,,"[[127.0747506, 37.5762635], [127.0747472, 37.5762529], [127.0747455, 37.5762374]]",False
10253009538,10253009512,0,34.045975176794094,footway,,"[[127.075003, 37.5763163], [127.0747552, 37.5765512]]",False
10253009538,10253009511,0,9.62692775472423,footway,,"[[127.075003, 37.5763163], [127.0750731, 37.5762499]]",False
10253009538,10253009506,0,18.196310599130516,footway,,"[[127.075003, 37.5763163], [127.0752087, 37.5763021]]",False
10253009538,10253009531,0,25.035189198078378,footway,,"[[127.075003, 37.5763163], [127.0749118, 37.5762669], [127.074864, 37.5762486], [127.0748339, 37.5762402], [127.0748056, 37.5762374], [127.0747455, 37.5762374]]",False
10253009539,10253009540,0,47.654906095455054,footway,,"[[127.07482, 37.5766403], [127.0753605, 37.5766535]]",False
10253009539,12452956379,0,23.469347513889034,footway,,"[[127.07482, 37.5766403], [127.0748232, 37.5766662], [127.0748117, 37.5767071], [127.0747846, 37.5767431], [127.0747447, 37.5767706], [127.074696, 37.5767869], [127.0746741, 37.5767883]]",False
10253009539,10253009512,0,11.761311240059024,footway,,"[[127.07482, 37.5766403], [127.074818, 37.5766244], [127.0747945, 37.5765836], [127.0747552, 37.5765512]]",False
10253009540,10253009539,0,47.654906095455054,footway,,"[[127.0753605, 37.5766535], [127.07482, 37.5766403]]",False
10253009540,10253009547,0,4.039160855416956,footway,,"[[127.0753605, 37.5766535], [127.0753588, 37.5766172]]",False
10253009540,10253009543,0,29.31357055431676,footway,,"[[127.0753605, 37.5766535], [127.075475, 37.5766572], [127.0755543, 37.5766553], [127.0756908, 37.5766358]]",False
10253009543,10253009545,0,21.80748241880775,footway,,"[[127.0756908, 37.5766358], [127.0757948, 37.5766257], [127.0759331, 37.5765979]]",False
10253009543,10253009540,0,29.313570554316755,footway,,"[[127.0756908, 37.5766358], [127.0755543, 37.5766553], [127.075475, 37.5766572], [127.0753605, 37.5766535]]",False
10253009543,10253009549,0,22.29308288101477,footway,,"[[127.0756908, 37.5766358], [127.075615, 37.5766154], [127.0755724, 37.5766058], [127.0754504, 37.5765735]]",False
10253009545,12452940141,0,16.608245213417426,service,,"[[127.0759331, 37.5765979], [127.0759385, 37.5767472]]",False
10253009545,10253009559,0,30.13079242807924,service,,"[[127.0759331, 37.5765979], [127.0759252, 37.576327]]",False
10253009545,10253009543,0,21.80748241880775,footway,,"[[127.0759331, 37.5765979], [127.0757948, 37.5766257], [127.0756908, 37.5766358]]",False
10253009545,10253009558,0,27.20135471784422,footway,,"[[127.0759331, 37.5765979], [127.0760033, 37.5766058], [127.076044, 37.576617], [127.0760968, 37.5766283], [127.0761314, 37.5766251], [127.0761659, 37.576617], [127.0762279, 37.5765927]]",True
10253009546,10253009547,0,4.539848259381644,footway,,"[[127.0753569, 37.5765764], [127.0753588, 37.5766172]]",False
10253009547,10253009546,0,4.539848259381644,footway,,"[[127.0753588, 37.5766172], [127.0753569, 37.5765764]]",False
10253009547,10253009540,0,4.039160855416956,footway,,"[[127.0753588, 37.5766172], [127.0753605, 37.5766535]]",False
10253009547,10253009549,0,9.595326021332324,footway,,"[[127.0753588, 37.5766172], [127.0754362, 37.576588], [127.0754504, 37.5765735]]",False
10253009549,10253009427,0,25.000822698106717,footway,,"[[127.0754504, 37.5765735], [127.0754524, 37.5765494], [127.0754389, 37.576349]]",False
10253009549,10253009547,0,9.595326021332324,footway,,"[[127.0754504, 37.5765735], [127.0754362, 37.576588], [127.0753588, 37.5766172]]",False
10253009549,10253009543,0,22.293082881014772,footway,,"[[127.0754504, 37.5765735], [127.0755724, 37.5766058], [127.075615, 37.5766154], [127.0756908, 37.5766358]]",False
10253009558,10253009545,0,27.20135471784422,footway,,"[[127.0762279, 37.5765927], [127.0761659, 37.576617], [127.0761314, 37.5766251], [127.0760968, 37.5766283], [127.076044, 37.576617], [127.0760033, 37.5766058], [127.0759331, 37.5765979]]",True
10253009559,10253009545,0,30.13079242807924,service,,"[[127.0759252, 37.576327], [127.0759331, 37.5765979]]",False
10253009559,10253009433,0,5.194074031735394,service,,"[[127.0759252, 37.576327], [127.0759239, 37.5762803]]",False
10253009559,10253009560,0,15.244246069615627,footway,,"[[127.0759252, 37.576327], [127.0760622, 37.5762433]]",False
10253009560,10253009561,0,20.487841019286737,footway,,"[[127.0760622, 37.5762433], [127.0759186, 37.5760984]]",False
10253009560,10253009559,0,15.244246069615627,footway,,"[[127.0760622, 37.5762433], [127.0759252, 37.576327]]",False
10253009560,7972611799,0,25.228273702108428,footway,,"[[127.0760622, 37.5762433], [127.0761293, 37.5762095], [127.0761558, 37.5762143], [127.076172, 37.576232], [127.0762005, 37.5762626], [127.0762208, 37.5762787], [127.0762391, 37.5762852], [127.0762941, 37.5762892]]",True
10253009561,10253009433,0,20.231777887209116,service,,"[[127.0759186, 37.5760984], [127.0759239, 37.5762803]]",False
10253009561,10253009571,0,3.9708479526004448,service,,"[[127.0759186, 37.5760984], [127.0759175, 37.5760627]]",False
10253009561,10253009560,0,20.487841019286737,footway,,"[[127.0759186, 37.5760984], [127.0760622, 37.5762433]]",False
10253009571,10253009561,0,3.9708479526004448,service,,"[[127.0759175, 37.5760627], [127.0759186, 37.5760984]]",False
10253009571,10253006788,0,7.084902879846539,service,,"[[127.0759175, 37.5760627], [127.0759157, 37.575999]]",False
10253009571,10253009581,0,32.05044294329039,footway,,"[[127.0759175, 37.5760627], [127.0760419, 37.5760612], [127.0760785, 37.5760548], [127.076107, 37.5760419], [127.0761415, 37.5760226], [127.0761619, 37.5759984], [127.0761903, 37.5759307]]",False
10253009580,10253009581,0,9.406847665490687,footway,,"[[127.0762642, 37.5758735], [127.076231, 37.5758905], [127.0762086, 37.5759034], [127.0761964, 37.5759162], [127.0761903, 37.5759307]]",False
10253009581,10253009580,0,9.406847665490687,footway,,"[[127.0761903, 37.5759307], [127.0761964, 37.5759162], [127.0762086, 37.5759034], [127.076231, 37.5758905], [127.0762642, 37.5758735]]",False
10253009581,10253009571,0,32.05044294329039,footway,,"[[127.0761903, 37.5759307], [127.0761619, 37.5759984], [127.0761415, 37.5760226], [127.076107, 37.5760419], [127.0760785, 37.5760548], [127.0760419, 37.5760612], [127.0759175, 37.5760627]]",False
10253009581,7972611817,0,14.579174028556926,footway,,"[[127.0761903, 37.5759307], [127.0762757, 37.5759791], [127.076296, 37.5759839], [127.0763184, 37.5759839], [127.0763285, 37.5759732]]",True
10253009585,10253009344,0,8.102873609025357,footway,,"[[127.0761816, 37.5755565], [127.0762547, 37.5755123]]",False
10253009585,7972611838,0,16.30806676397748,footway,,"[[127.0761816, 37.5755565], [127.0763538, 37.5756102]]",True
10253009585,10253009345,0,28.27502552042575,footway,,"[[127.0761816, 37.5755565], [127.0759545, 37.5756942], [127.0759263, 37.5757105]]",False
10253009591,10253009336,0,12.84905402720241,footway,,"[[127.0757843, 37.5753366], [127.0759301, 37.5753365]]",False
10253009592,10253009338,0,30.508246738063026,footway,,"[[127.0758768, 37.5754634], [127.0757655, 37.5757232]]",False
10253009592,10253009336,0,14.872508324101506,footway,,"[[127.0758768, 37.5754634], [127.0759139, 37.5753768], [127.0759301, 37.5753365]]",False
10253009592,10253009601,0,64.59651481628495,footway,,"[[127.0758768, 37.5754634], [127.0756333, 37.5754362], [127.0755541, 37.5754281], [127.0754829, 37.5754233], [127.0754057, 37.5754233], [127.0751474, 37.5754326]]",False
10253009601,10253006774,0,41.54730517276767,footway,,"[[127.0751474, 37.5754326], [127.0749158, 37.575441], [127.0748894, 37.5754442], [127.0748731, 37.5754555], [127.0748609, 37.5754813], [127.0747993, 37.5755953]]",False
10253009601,10253009592,0,64.59651481628495,footway,,"[[127.0751474, 37.5754326], [127.0754057, 37.5754233], [127.0754829, 37.5754233], [127.0755541, 37.5754281], [127.0756333, 37.5754362], [127.0758768, 37.5754634]]",False
10253009601,10253009605,0,34.83896084963731,footway,,"[[127.0751474, 37.5754326], [127.0751455, 37.5753701], [127.0751536, 37.5753524], [127.075176, 37.5753443], [127.075444, 37.5753397]]",False
10253009605,10253009601,0,34.83896084963731,footway,,"[[127.075444, 37.5753397], [127.075176, 37.5753443], [127.0751536, 37.5753524], [127.0751455, 37.5753701], [127.0751474, 37.5754326]]",False
10253009638,9589491922,0,25.94733217736037,footway,,"[[127.0744506, 37.5751338], [127.0741565, 37.5751448]]",False
10253009638,10255727378,0,52.78275350030941,footway,,"[[127.0744506, 37.5751338], [127.0744298, 37.5747266], [127.0745144, 37.5747229]]",False
10253009638,10253009696,0,18.567101828290387,footway,,"[[127.0744506, 37.5751338], [127.0745991, 37.575126], [127.0746222, 37.5751191], [127.074638, 37.5751087], [127.0746443, 37.5750965]]",False
10253009665,10253009695,0,47.37464595286893,footway,,"[[127.0757505, 37.5748846], [127.0752139, 37.5749101]]",False
10253009684,10253009685,0,17.687153129090103,footway,,"[[127.0751725, 37.574853], [127.0751668, 37.574694]]",False
10253009684,10253009695,0,9.476840738025912,footway,,"[[127.0751725, 37.574853], [127.0751955, 37.5748517], [127.0752057, 37.5748525], [127.0752108, 37.5748589], [127.0752139, 37.5749101]]",False
10253009684,10253009698,0,9.930429125025686,footway,,"[[127.0751725, 37.574853], [127.0751447, 37.5748549], [127.0751335, 37.5748581], [127.0751285, 37.5748646], [127.0751285, 37.5748726], [127.0751309, 37.5749147]]",False
10253009685,9589491935,0,63.921908978273606,footway,,"[[127.0751668, 37.574694], [127.075891, 37.574662]]",False
10253009685,10253009697,0,46.63981832156838,footway,,"[[127.0751668, 37.574694], [127.0746384, 37.5747174]]",False
